Employee_ID,Department,Gender,Age,Job_Title,Hire_Date,Years_At_Company,Education_Level,Performance_Score,Monthly_Salary,Work_Hours_Per_Week,Projects_Handled,Overtime_Hours,Sick_Days,Remote_Work_Frequency,Team_Size,Training_Hours,Promotions,Employee_Satisfaction_Score,Resigned,Attendance_Score,Merit_Score
87307,Customer Support,Male,28,Engineer,2015-04-05 08:03:05.556036,9,Bachelor,5,9000.0,34,36,5,12,0,6,93,1,1.75,False,2,0.6008889919604206
87320,Sales,Male,25,Manager,2018-09-09 08:03:05.556036,5,High School,4,8400.0,53,4,20,7,25,3,93,1,3.95,False,7,0.6017053184910328
87321,Engineering,Male,58,Developer,2017-05-31 08:03:05.556036,7,Bachelor,5,7500.0,40,36,6,8,75,13,83,2,4.23,False,6,0.7618298289012574
87327,HR,Male,31,Specialist,2018-10-30 08:03:05.556036,5,High School,3,5850.0,49,44,20,5,0,2,77,1,1.74,False,9,0.600718820861678
87346,Marketing,Female,54,Specialist,2018-05-18 08:03:05.556036,6,Bachelor,4,6300.0,32,40,15,13,25,7,86,1,4.93,False,1,0.697788394145537
87354,Sales,Male,27,Engineer,2020-03-04 08:03:05.556036,4,Bachelor,2,7200.0,60,43,3,0,75,16,50,2,3.79,False,14,0.6660203050917337
87355,Operations,Female,44,Engineer,2022-11-30 08:03:05.556036,1,PhD,3,7800.0,52,47,12,3,75,1,82,2,3.23,False,11,0.7261361574933003
87361,Sales,Female,23,Analyst,2021-09-23 08:03:05.556036,2,Bachelor,3,5200.0,59,26,25,3,50,16,79,1,4.97,False,11,0.7213612657184086
87364,IT,Female,56,Technician,2022-11-10 08:03:05.556036,1,High School,5,5250.0,48,16,13,7,25,10,87,1,3.45,False,7,0.6635636982065554
87382,IT,Male,54,Developer,2018-04-12 08:03:05.556036,6,High School,5,7500.0,41,18,24,1,0,2,91,2,2.4,False,13,0.7130220573077716
87383,IT,Female,33,Technician,2015-07-12 08:03:05.556036,9,Bachelor,3,4550.0,58,37,14,0,100,1,90,2,4.67,False,14,0.8163385899814471
87388,Sales,Female,54,Specialist,2018-02-10 08:03:05.556036,6,Bachelor,2,5400.0,41,43,12,1,100,4,79,1,3.03,False,13,0.6723204493918779
87389,Operations,Female,40,Specialist,2023-03-19 08:03:05.556036,1,High School,4,6300.0,30,40,27,9,100,19,34,2,4.14,False,5,0.6103807462378891
87394,Operations,Female,27,Manager,2016-06-16 08:03:05.556036,8,Bachelor,3,7800.0,37,28,5,2,100,13,62,1,3.77,False,12,0.6494668109668109
87399,Sales,Male,58,Manager,2022-07-12 08:03:05.556036,2,Bachelor,4,8400.0,59,27,5,1,0,6,38,1,4.94,False,13,0.7196860441146156
87401,Operations,Female,59,Technician,2016-06-24 08:03:05.556036,8,Bachelor,4,4900.0,35,42,27,4,75,6,33,1,3.99,False,10,0.680452380952381
87404,Operations,Female,56,Consultant,2017-04-05 08:03:05.556036,7,Master,2,6600.0,45,3,18,2,50,7,97,1,4.69,False,12,0.6141330653473511
87406,Sales,Male,42,Technician,2015-04-22 08:03:05.556036,9,High School,4,4900.0,32,14,17,3,25,16,71,1,4.94,False,11,0.7047200577200577
87414,Marketing,Male,24,Engineer,2020-12-31 08:03:05.556036,3,Master,3,7800.0,39,37,23,4,50,14,69,1,4.24,False,10,0.6952714904143475
87416,Customer Support,Female,41,Engineer,2023-10-06 08:03:05.556036,0,Bachelor,3,7800.0,49,49,20,4,0,7,66,1,3.99,False,10,0.7256904761904763
87424,Marketing,Male,49,Consultant,2015-09-08 08:03:05.556036,8,High School,5,8250.0,57,24,23,10,50,4,66,1,4.82,False,4,0.6794353741496598
87445,Sales,Male,47,Specialist,2016-02-27 08:03:05.556036,8,Bachelor,3,5850.0,57,46,1,5,25,19,23,1,3.82,False,9,0.6037911770768913
87449,Finance,Male,29,Manager,2024-02-17 08:03:05.556036,0,Bachelor,5,9000.0,39,49,25,6,0,5,31,1,1.83,False,8,0.6184119769119769
87454,Sales,Male,39,Engineer,2023-06-24 08:03:05.556036,1,High School,3,7800.0,60,47,11,11,0,19,67,2,4.38,False,3,0.6390474129045558
87516,Engineering,Female,50,Specialist,2021-06-30 08:03:05.556036,3,Bachelor,5,6750.0,57,34,6,7,75,8,69,2,4.98,False,7,0.777169449598021
87517,Legal,Female,40,Manager,2015-08-09 08:03:05.556036,9,Bachelor,2,7200.0,37,27,9,6,100,1,98,1,4.72,False,8,0.6584695938981653
87519,Finance,Female,36,Specialist,2016-06-07 08:03:05.556036,8,High School,3,5850.0,60,30,27,2,100,18,93,1,1.94,False,12,0.628756338899196
87523,IT,Female,57,Technician,2014-10-19 08:03:05.556036,9,PhD,3,4550.0,56,42,16,4,0,2,81,1,3.96,False,10,0.725922077922078
87539,Engineering,Female,57,Manager,2024-05-30 08:03:05.556036,0,Master,1,6600.0,59,21,1,2,100,11,72,2,4.97,False,12,0.6010974025974025
87547,Sales,Female,25,Analyst,2019-02-09 08:03:05.556036,5,High School,5,6000.0,60,36,19,11,0,11,94,1,2.08,False,3,0.6336949082663369
87552,HR,Female,22,Developer,2020-12-26 08:03:05.556036,3,Bachelor,2,6000.0,46,45,20,7,25,19,84,2,4.46,False,7,0.6763704390847248
87558,Customer Support,Female,53,Engineer,2016-11-19 08:03:05.556036,7,Bachelor,4,8400.0,44,41,0,3,25,19,43,1,3.66,False,11,0.6943584827870541
87580,IT,Female,51,Technician,2023-01-26 08:03:05.556036,1,High School,4,4900.0,36,48,27,3,50,1,55,2,3.7,False,11,0.749172335600907
87581,Operations,Male,27,Consultant,2018-04-08 08:03:05.556036,6,High School,5,8250.0,56,47,18,6,100,5,65,2,2.45,False,8,0.7099355802927232
87589,Engineering,Female,26,Manager,2021-05-23 08:03:05.556036,3,Bachelor,4,8400.0,58,47,20,5,50,6,36,1,4.4,False,9,0.7131354359925789
87591,Engineering,Female,60,Manager,2019-06-01 08:03:05.556036,5,High School,5,9000.0,47,39,28,12,25,5,47,1,3.62,False,2,0.6137045969903113
87595,Legal,Female,46,Specialist,2019-09-05 08:03:05.556036,5,Bachelor,4,6300.0,50,37,13,13,100,9,72,2,3.75,False,1,0.5982606679035251
87601,Sales,Female,29,Developer,2019-10-04 08:03:05.556036,4,High School,3,6500.0,32,43,0,9,0,16,61,1,4.68,False,5,0.6541710987425273
87602,Finance,Female,25,Developer,2022-02-11 08:03:05.556036,2,High School,5,7500.0,45,8,10,0,0,7,69,1,3.94,False,14,0.7190470006184292
87620,Customer Support,Female,43,Developer,2022-08-18 08:03:05.556036,2,Bachelor,3,6500.0,59,24,22,4,50,11,45,2,4.5,False,10,0.6067254174397032
87634,HR,Male,22,Consultant,2022-07-18 08:03:05.556036,2,Bachelor,1,6050.0,36,40,2,0,25,12,56,2,4.27,False,14,0.6398966192537621
87638,Engineering,Male,28,Technician,2017-10-30 08:03:05.556036,6,Master,5,5250.0,57,36,8,5,100,2,66,2,2.56,False,9,0.6868435374149661
87640,Operations,Female,57,Specialist,2021-10-30 08:03:05.556036,2,High School,3,5850.0,31,45,28,2,50,5,16,1,4.71,False,12,0.6729252731395589
87643,Engineering,Other,39,Specialist,2018-10-28 08:03:05.556036,5,Bachelor,4,6300.0,44,48,26,7,0,2,51,2,3.87,False,7,0.6924486703772418
87644,Sales,Female,57,Analyst,2015-06-02 08:03:05.556036,9,Bachelor,5,6000.0,42,45,9,3,75,8,6,1,3.98,False,11,0.7019375386518243
87687,Sales,Other,34,Manager,2018-11-21 08:03:05.556036,5,Bachelor,5,9000.0,56,35,5,7,25,6,98,2,2.03,False,7,0.6923369408369408
87688,HR,Female,55,Developer,2018-01-29 08:03:05.556036,6,High School,5,7500.0,37,19,29,5,25,1,36,1,4.98,False,9,0.6778497217068645
87690,Marketing,Female,54,Technician,2019-09-24 08:03:05.556036,4,PhD,1,3850.0,30,46,8,1,25,17,67,2,3.4,False,13,0.6288229231086373
87696,HR,Male,27,Consultant,2017-02-06 08:03:05.556036,7,High School,5,8250.0,49,4,22,1,50,8,98,1,3.41,False,13,0.7205206143063286
87701,Operations,Male,41,Developer,2021-06-03 08:03:05.556036,3,Bachelor,1,5500.0,30,40,0,1,50,9,81,2,3.48,False,13,0.6366159554730983
87705,Customer Support,Male,60,Manager,2023-11-02 08:03:05.556036,0,Bachelor,4,8400.0,53,39,17,0,0,15,14,2,2.59,False,14,0.616966501752216
87710,Engineering,Female,39,Developer,2017-12-06 08:03:05.556036,6,High School,5,7500.0,41,30,6,2,50,1,24,2,3.87,False,12,0.6858623995052566
87713,Operations,Female,43,Consultant,2017-04-16 08:03:05.556036,7,Master,2,6600.0,33,23,16,5,25,11,83,1,4.79,False,9,0.6296257472686044
87718,Finance,Female,51,Consultant,2023-11-05 08:03:05.556036,0,High School,1,6050.0,55,41,19,4,50,14,77,1,4.18,False,10,0.6247596371882086
87719,Customer Support,Male,29,Technician,2017-09-30 08:03:05.556036,6,Bachelor,5,5250.0,38,26,22,12,25,12,48,1,4.74,False,2,0.6186635745207173
87724,Legal,Female,30,Developer,2019-03-31 08:03:05.556036,5,High School,1,5500.0,55,49,21,4,50,12,77,2,3.57,True,10,0.6269126984126985
87739,Sales,Male,31,Developer,2017-04-21 08:03:05.556036,7,Bachelor,3,6500.0,55,44,26,10,50,17,62,1,4.64,True,4,0.6439872191300763
87741,Operations,Male,29,Analyst,2019-06-29 08:03:05.556036,5,Bachelor,4,5600.0,60,42,1,0,25,16,37,2,3.47,False,14,0.7196760461760462
87744,Legal,Male,40,Technician,2024-05-10 08:03:05.556036,0,Bachelor,4,4900.0,53,36,25,3,50,7,29,1,3.93,False,11,0.6591674912389197
87751,HR,Female,24,Consultant,2018-07-13 08:03:05.556036,6,High School,4,7700.0,39,30,5,3,50,17,38,1,4.16,False,11,0.6643595135023707
87755,IT,Male,39,Technician,2021-12-03 08:03:05.556036,2,High School,5,5250.0,53,39,7,1,0,8,35,2,3.19,False,13,0.725105029890744
87762,IT,Male,52,Analyst,2016-09-05 08:03:05.556036,8,Bachelor,4,5600.0,44,29,18,1,25,18,76,2,1.37,False,13,0.6261169861884147
87764,Sales,Male,44,Analyst,2017-09-15 08:03:05.556036,6,Bachelor,3,5200.0,48,14,29,4,75,6,77,1,4.01,False,10,0.6060555555555556
87770,Legal,Male,41,Manager,2019-11-11 08:03:05.556036,4,High School,5,9000.0,46,26,13,6,0,15,42,1,2.93,True,8,0.6017566481137909
87771,Marketing,Female,25,Technician,2023-07-01 08:03:05.556036,1,Bachelor,4,4900.0,46,21,21,0,0,5,97,1,2.82,False,14,0.7226738816738817
87775,Sales,Male,31,Consultant,2019-02-11 08:03:05.556036,5,High School,5,8250.0,48,26,12,9,25,2,51,2,4.16,False,5,0.6385813234384663
87776,Operations,Male,47,Developer,2019-04-17 08:03:05.556036,5,High School,5,7500.0,52,45,13,13,0,18,84,2,4.44,False,1,0.7396561533704391
87785,Engineering,Female,23,Developer,2018-10-26 08:03:05.556036,5,Bachelor,5,7500.0,35,34,12,0,100,1,67,2,4.54,False,14,0.8511290455576169
87788,Sales,Female,38,Developer,2016-10-05 08:03:05.556036,7,PhD,4,7000.0,32,45,5,3,0,7,67,2,2.38,False,11,0.6951698618841476
87791,HR,Female,27,Developer,2015-06-07 08:03:05.556036,9,Bachelor,4,7000.0,41,11,17,2,0,14,98,1,4.17,False,12,0.722806328592043
87792,Finance,Female,49,Manager,2023-05-07 08:03:05.556036,1,Bachelor,4,8400.0,44,42,8,6,50,15,69,1,2.37,False,8,0.6436082251082251
87795,Marketing,Female,31,Engineer,2023-03-24 08:03:05.556036,1,High School,3,7800.0,50,10,24,4,100,2,92,1,3.75,False,10,0.6070320552463409
87798,Finance,Male,44,Consultant,2015-09-22 08:03:05.556036,8,Master,5,8250.0,50,40,13,1,75,18,13,2,5.0,False,13,0.775242218099361
87799,IT,Female,30,Engineer,2023-05-26 08:03:05.556036,1,Bachelor,2,7200.0,59,44,16,3,75,16,83,1,4.75,False,11,0.7419114615543186
87804,Finance,Male,28,Developer,2020-05-09 08:03:05.556036,4,PhD,5,7500.0,45,29,2,11,75,11,47,1,4.22,False,3,0.6171739847454134
87805,Operations,Male,43,Technician,2015-12-16 08:03:05.556036,8,High School,4,4900.0,60,38,18,2,50,7,55,2,1.72,False,12,0.6236417233560092
87806,IT,Female,42,Specialist,2022-04-06 08:03:05.556036,2,PhD,5,6750.0,47,34,15,10,0,5,69,2,3.36,False,4,0.653312306740878
87809,Customer Support,Female,58,Developer,2021-01-19 08:03:05.556036,3,PhD,2,6000.0,39,22,2,0,50,3,99,1,4.88,False,14,0.7337959183673469
87810,Marketing,Male,44,Analyst,2024-01-29 08:03:05.556036,0,High School,3,5200.0,31,45,1,11,100,6,89,1,3.08,False,3,0.6103285920428778
87811,Operations,Female,26,Analyst,2020-11-11 08:03:05.556036,3,Bachelor,4,5600.0,31,34,23,14,25,6,91,2,4.11,False,0,0.6281138940424654
87812,Engineering,Male,28,Manager,2016-07-31 08:03:05.556036,8,High School,2,7200.0,32,35,15,0,25,16,86,1,2.75,False,14,0.6540945165945166
87815,Marketing,Male,46,Developer,2021-11-17 08:03:05.556036,2,Master,3,6500.0,52,30,21,0,0,16,16,1,4.72,False,14,0.640772211915069
87816,HR,Female,40,Consultant,2018-04-22 08:03:05.556036,6,Bachelor,5,8250.0,41,4,25,0,50,9,73,2,1.76,False,14,0.6018012780869924
87834,Sales,Male,56,Analyst,2016-11-08 08:03:05.556036,7,Bachelor,4,5600.0,51,31,15,0,75,7,98,2,3.18,False,14,0.7835104102246959
87837,Operations,Male,53,Specialist,2020-09-20 08:03:05.556036,3,Master,4,6300.0,37,41,11,8,100,15,17,2,4.89,False,6,0.6319046588332302
87841,Customer Support,Male,24,Developer,2021-01-16 08:03:05.556036,3,Bachelor,4,7000.0,31,35,24,1,25,18,32,2,3.08,False,13,0.6472178932178931
87846,IT,Male,27,Consultant,2023-05-20 08:03:05.556036,1,Bachelor,4,7700.0,33,42,14,9,75,7,35,2,3.86,False,5,0.6065642135642135
87854,Engineering,Male,42,Technician,2020-06-03 08:03:05.556036,4,Bachelor,4,4900.0,46,49,3,0,50,11,54,1,1.76,False,14,0.6970909090909091
87857,Marketing,Female,24,Consultant,2014-11-22 08:03:05.556036,9,Master,5,8250.0,42,21,15,2,50,12,68,2,3.06,False,12,0.6975165945165946
87860,Marketing,Female,47,Specialist,2021-02-26 08:03:05.556036,3,High School,5,6750.0,59,47,4,6,0,4,25,1,3.24,False,8,0.6686274994846424
87863,Marketing,Female,27,Developer,2020-05-08 08:03:05.556036,4,Bachelor,1,5500.0,49,42,4,0,75,5,68,1,3.49,False,14,0.6333023088023089
87872,Marketing,Female,46,Engineer,2021-05-21 08:03:05.556036,3,Bachelor,1,6600.0,32,34,27,0,25,2,76,2,4.82,False,14,0.6833108637394352
87873,IT,Male,28,Developer,2021-02-17 08:03:05.556036,3,High School,5,7500.0,33,15,21,4,0,5,98,2,4.62,False,10,0.7830614306328592
87878,Customer Support,Female,31,Developer,2022-01-15 08:03:05.556036,2,Bachelor,5,7500.0,44,1,4,6,50,18,81,1,4.73,False,8,0.6685037105751391
87881,IT,Female,34,Consultant,2022-07-01 08:03:05.556036,2,Master,4,7700.0,32,39,29,14,50,8,92,2,3.99,False,0,0.6445422593279736
87888,Finance,Female,29,Developer,2017-04-16 08:03:05.556036,7,Bachelor,5,7500.0,35,16,12,1,100,19,45,1,3.85,False,13,0.6844294990723562
87894,Engineering,Female,26,Developer,2018-07-04 08:03:05.556036,6,Bachelor,4,7000.0,49,32,21,2,25,4,51,2,2.49,False,12,0.6295711193568336
87897,Engineering,Male,28,Manager,2014-11-08 08:03:05.556036,9,Bachelor,3,7800.0,35,39,25,3,100,1,38,1,3.23,False,11,0.6045942073799216
87899,Operations,Male,45,Manager,2019-06-15 08:03:05.556036,5,High School,5,9000.0,47,26,29,1,25,17,26,2,2.89,True,13,0.6388619872191301
87900,Legal,Male,60,Manager,2014-12-05 08:03:05.556036,9,High School,3,7800.0,53,49,6,9,0,16,75,1,3.96,False,5,0.670943722943723
87902,Sales,Female,56,Manager,2014-12-23 08:03:05.556036,9,Bachelor,3,7800.0,41,46,2,6,50,4,80,1,3.81,False,8,0.7041569779426923
87907,Operations,Male,33,Technician,2024-03-27 08:03:05.556036,0,High School,5,5250.0,47,1,29,7,50,3,95,2,4.86,False,7,0.6890008245722532
87908,Operations,Male,35,Specialist,2022-04-19 08:03:05.556036,2,Master,5,6750.0,48,7,2,2,0,18,12,2,4.82,False,12,0.6152424242424243
87909,Legal,Female,41,Analyst,2017-05-27 08:03:05.556036,7,Master,5,6000.0,42,47,20,2,75,1,36,2,2.46,False,12,0.7089925788497217
87917,Legal,Female,43,Manager,2017-08-23 08:03:05.556036,7,High School,5,9000.0,38,15,10,2,100,19,58,2,4.7,False,12,0.734824778396207
87924,Finance,Female,26,Consultant,2018-08-10 08:03:05.556036,6,Bachelor,4,7700.0,45,36,11,8,0,9,74,2,4.54,False,6,0.7091480107194392
87926,Sales,Male,34,Developer,2021-12-25 08:03:05.556036,2,High School,5,7500.0,30,31,22,2,25,9,87,2,3.42,False,12,0.7947167594310451
87928,IT,Female,34,Consultant,2017-11-16 08:03:05.556036,6,Bachelor,5,8250.0,35,44,14,9,25,13,56,1,4.24,False,5,0.7261517212945785
87946,IT,Male,34,Engineer,2023-12-17 08:03:05.556036,0,High School,3,7800.0,41,44,18,0,25,15,74,2,4.8,False,14,0.8190867862296434
87950,Finance,Female,47,Manager,2016-03-22 08:03:05.556036,8,High School,5,9000.0,50,33,14,3,25,15,78,2,2.11,False,11,0.7049124922696351
87952,Marketing,Male,57,Engineer,2016-12-27 08:03:05.556036,7,High School,3,7800.0,49,41,8,3,100,6,74,2,2.89,False,11,0.6684847454133168
87955,IT,Male,45,Developer,2021-03-14 08:03:05.556036,3,Master,5,7500.0,59,49,27,3,50,2,15,2,3.34,False,11,0.7044458874458874
87957,HR,Female,55,Specialist,2015-10-22 08:03:05.556036,8,Bachelor,5,6750.0,59,6,23,4,0,13,76,2,3.95,False,10,0.6683822923108638
87959,IT,Male,57,Engineer,2017-06-20 08:03:05.556036,7,High School,4,8400.0,55,28,29,8,50,11,93,2,2.16,False,6,0.5958787878787878
87963,Legal,Male,50,Consultant,2022-09-15 08:03:05.556036,1,High School,2,6600.0,48,18,28,2,100,2,92,2,3.49,False,12,0.6052565450422593
87964,Marketing,Male,37,Engineer,2024-01-27 08:03:05.556036,0,Bachelor,2,7200.0,34,34,10,11,0,10,96,1,4.41,False,3,0.5960720470006184
87966,IT,Female,39,Specialist,2023-05-03 08:03:05.556036,1,Master,4,6300.0,54,22,4,1,50,2,58,1,3.18,False,13,0.6516819212533498
87967,IT,Female,52,Technician,2018-09-20 08:03:05.556036,5,High School,2,4200.0,38,21,27,1,100,16,72,2,4.58,False,13,0.6458831168831168
87971,Marketing,Other,27,Engineer,2018-03-02 08:03:05.556036,6,Bachelor,4,8400.0,39,25,3,6,25,8,64,2,3.29,False,8,0.6101194599051741
87973,HR,Other,47,Manager,2017-02-01 08:03:05.556036,7,Bachelor,5,9000.0,31,35,17,4,0,4,89,1,2.66,False,10,0.7485122655122656
87975,Finance,Female,42,Consultant,2017-05-25 08:03:05.556036,7,Bachelor,5,8250.0,53,30,20,9,0,7,84,2,4.96,False,5,0.7615745207173779
87976,Legal,Female,44,Specialist,2023-06-23 08:03:05.556036,1,Bachelor,4,6300.0,45,47,6,1,75,8,50,2,2.27,True,13,0.6920611214182643
87977,Sales,Female,60,Developer,2023-04-21 08:03:05.556036,1,Bachelor,4,7000.0,46,14,24,1,75,13,40,2,3.62,False,13,0.6046652236652236
87980,Operations,Female,39,Engineer,2020-06-04 08:03:05.556036,4,Bachelor,3,7800.0,45,11,3,2,50,10,99,2,3.1,False,12,0.6213265306122449
87984,Finance,Male,35,Consultant,2018-03-04 08:03:05.556036,6,High School,5,8250.0,38,42,17,2,75,8,11,2,3.41,False,12,0.6855793650793651
87985,Sales,Female,43,Analyst,2019-10-28 08:03:05.556036,4,High School,5,6000.0,53,21,21,3,25,5,88,2,2.51,False,11,0.6961349206349207
87987,Legal,Male,27,Developer,2015-03-08 08:03:05.556036,9,Bachelor,5,7500.0,56,44,21,5,75,15,10,1,4.27,False,9,0.6918652855081426
87999,IT,Female,41,Technician,2015-06-16 08:03:05.556036,9,Bachelor,5,5250.0,39,17,12,1,50,3,96,2,3.59,False,13,0.7785414347557205
88014,Sales,Male,40,Engineer,2019-08-30 08:03:05.556036,5,Bachelor,3,7800.0,41,44,16,3,0,3,42,2,3.73,False,11,0.6580831787260359
88016,Finance,Male,41,Technician,2024-05-01 08:03:05.556036,0,High School,3,4550.0,47,8,0,2,75,9,73,2,4.08,False,12,0.6055563801278087
88017,HR,Female,35,Consultant,2019-10-28 08:03:05.556036,4,Master,2,6600.0,41,48,15,0,100,11,13,2,4.67,True,14,0.655680993609565
88021,HR,Female,52,Analyst,2014-11-04 08:03:05.556036,9,Master,5,6000.0,59,46,18,9,25,18,59,2,2.18,False,5,0.6373755926613069
88029,Customer Support,Male,34,Technician,2022-10-29 08:03:05.556036,1,Master,2,4200.0,56,21,6,1,100,18,84,2,4.14,False,13,0.6481255411255411
88030,Engineering,Other,34,Specialist,2016-12-07 08:03:05.556036,7,High School,2,5400.0,30,24,25,4,75,3,84,2,4.85,False,10,0.6530132962275819
88031,Operations,Male,37,Technician,2017-03-29 08:03:05.556036,7,Bachelor,1,3850.0,32,46,23,4,100,1,54,1,4.27,False,10,0.6032031539888683
88041,Engineering,Female,25,Manager,2019-03-28 08:03:05.556036,5,Bachelor,5,9000.0,59,33,13,11,50,14,95,1,1.96,False,3,0.6174702123273553
88049,Marketing,Male,34,Consultant,2020-11-04 08:03:05.556036,3,High School,4,7700.0,53,26,26,1,0,13,57,1,4.31,False,13,0.7224882498453926
88054,HR,Female,24,Technician,2019-05-06 08:03:05.556036,5,High School,5,5250.0,41,11,7,0,100,9,70,1,1.87,False,14,0.629812100597815
88058,Engineering,Female,28,Manager,2020-07-26 08:03:05.556036,4,Bachelor,5,9000.0,35,37,26,10,25,9,80,2,4.02,True,4,0.720779426922284
88070,Operations,Male,60,Engineer,2017-03-06 08:03:05.556036,7,Master,5,9000.0,45,22,14,7,0,2,52,1,4.46,False,7,0.667846423417852
88071,Customer Support,Male,26,Manager,2019-09-16 08:03:05.556036,4,High School,3,7800.0,34,42,6,13,75,5,91,1,3.52,False,1,0.5955526695526696
88076,Engineering,Male,55,Technician,2015-08-11 08:03:05.556036,9,High School,5,5250.0,43,10,21,1,75,10,90,2,3.31,False,13,0.7238487940630798
88077,Customer Support,Female,40,Engineer,2020-08-04 08:03:05.556036,4,Bachelor,5,9000.0,53,29,29,7,25,18,79,1,1.85,False,7,0.6204633065347351
88086,Finance,Male,46,Technician,2019-05-24 08:03:05.556036,5,PhD,5,5250.0,56,26,16,9,0,6,38,2,4.97,False,5,0.65281869717584
88103,Customer Support,Female,25,Engineer,2020-04-17 08:03:05.556036,4,Bachelor,4,8400.0,47,26,27,1,0,5,45,1,4.03,False,13,0.6842458256029685
88111,Legal,Female,41,Specialist,2016-07-12 08:03:05.556036,8,Bachelor,5,6750.0,60,8,13,4,25,13,81,1,3.17,False,10,0.6476465677179962
88112,Engineering,Female,53,Developer,2019-04-13 08:03:05.556036,5,High School,5,7500.0,34,48,10,9,75,16,39,1,2.09,False,5,0.600634817563389
88116,Engineering,Male,27,Analyst,2024-02-08 08:03:05.556036,0,Master,4,5600.0,55,45,29,10,25,7,62,2,3.23,False,4,0.6275688517831375
88117,IT,Male,56,Technician,2020-05-31 08:03:05.556036,4,Bachelor,4,4900.0,58,9,9,3,0,15,46,1,4.66,False,11,0.6198068439497011
88118,IT,Male,57,Consultant,2021-09-13 08:03:05.556036,2,Master,2,6600.0,30,48,2,3,100,3,74,1,3.17,False,11,0.6610561739847454
88134,Sales,Male,57,Engineer,2016-12-15 08:03:05.556036,7,Master,5,9000.0,56,31,11,5,100,2,68,2,2.43,False,9,0.6639757781900639
88138,Sales,Male,32,Consultant,2017-01-13 08:03:05.556036,7,Bachelor,4,7700.0,30,23,1,3,50,16,65,1,3.94,False,11,0.6793335394763965
88139,Sales,Male,58,Specialist,2018-09-20 08:03:05.556036,5,High School,4,6300.0,31,29,2,4,50,17,38,2,3.98,False,10,0.6369921665635951
88154,Operations,Female,24,Developer,2024-02-13 08:03:05.556036,0,Master,5,7500.0,42,29,20,12,100,5,79,1,2.97,False,2,0.6050347351061637
88157,IT,Female,22,Analyst,2021-04-05 08:03:05.556036,3,Bachelor,5,6000.0,48,26,0,0,50,1,15,2,4.14,True,14,0.6934254792826222
88160,HR,Female,30,Consultant,2018-02-07 08:03:05.556036,6,Bachelor,4,7700.0,33,49,8,6,75,11,56,1,3.26,False,8,0.6904170274170274
88166,Customer Support,Female,51,Consultant,2019-12-21 08:03:05.556036,4,Bachelor,3,7150.0,44,44,19,1,50,16,74,2,1.54,False,13,0.6418010719439291
88168,HR,Male,35,Developer,2017-06-14 08:03:05.556036,7,Bachelor,5,7500.0,33,44,24,10,100,7,84,2,3.75,False,4,0.7439316635745207
88201,IT,Male,53,Engineer,2021-08-20 08:03:05.556036,3,PhD,5,9000.0,47,32,5,3,75,3,88,1,3.86,False,11,0.8085328798185941
88205,Customer Support,Male,27,Technician,2021-02-13 08:03:05.556036,3,Bachelor,5,5250.0,35,49,21,8,50,17,32,1,4.14,False,6,0.7073607503607503
88210,Operations,Male,49,Manager,2021-05-02 08:03:05.556036,3,High School,5,9000.0,54,29,4,0,75,8,42,1,3.98,False,14,0.7522158317872604
88212,Engineering,Male,40,Technician,2017-09-01 08:03:05.556036,7,Bachelor,5,5250.0,30,24,6,2,75,8,54,1,4.3,False,12,0.7434786641929498
88215,Legal,Female,42,Manager,2020-08-17 08:03:05.556036,4,High School,3,7800.0,59,43,1,1,50,4,62,2,3.62,False,13,0.7174770150484436
88233,Customer Support,Female,51,Engineer,2018-09-20 08:03:05.556036,5,High School,5,9000.0,43,27,1,1,50,11,28,2,2.38,False,13,0.6214840239125954
88243,Sales,Male,49,Technician,2017-10-03 08:03:05.556036,6,Master,3,4550.0,40,15,9,0,75,13,62,1,4.79,False,14,0.6759770150484435
88249,Customer Support,Female,46,Consultant,2015-04-12 08:03:05.556036,9,High School,4,7700.0,36,41,27,7,25,6,83,1,2.51,False,7,0.6605237064522778
88253,Marketing,Other,35,Engineer,2016-09-10 08:03:05.556036,7,Bachelor,5,9000.0,59,40,18,14,0,19,64,1,4.64,False,0,0.6745582354153783
88271,Marketing,Female,34,Specialist,2022-07-30 08:03:05.556036,2,High School,5,6750.0,39,47,3,0,25,11,88,1,2.7,False,14,0.8546145124716553
88277,HR,Female,31,Specialist,2015-08-01 08:03:05.556036,9,Bachelor,3,5850.0,35,37,12,0,50,17,86,1,3.52,False,14,0.750757781900639
88278,HR,Female,24,Manager,2016-07-13 08:03:05.556036,8,Bachelor,5,9000.0,51,13,17,1,0,2,35,1,3.27,False,13,0.6229825809111523
88279,Sales,Male,40,Consultant,2016-12-15 08:03:05.556036,7,PhD,2,6600.0,50,34,18,4,75,1,69,2,3.97,False,10,0.6195265924551638
88281,Legal,Male,48,Specialist,2024-04-20 08:03:05.556036,0,High School,3,5850.0,38,21,2,1,50,15,78,1,3.12,False,13,0.635004329004329
88296,Customer Support,Female,46,Manager,2020-05-15 08:03:05.556036,4,Bachelor,4,8400.0,50,47,5,1,50,1,32,2,3.61,False,13,0.7226974850546278
88308,Marketing,Male,22,Specialist,2016-08-22 08:03:05.556036,8,Bachelor,4,6300.0,50,21,7,4,100,14,31,1,4.74,True,10,0.6281976911976912
88309,Legal,Female,40,Developer,2020-12-11 08:03:05.556036,3,Bachelor,5,7500.0,42,38,12,0,25,1,78,2,3.34,False,14,0.829677798392084
